latitude,longitude
42.52,85.12
42.53,85.47
42.58,85.85
42.83,85.82
43.05,86.85
43.05,86.93
42.8,86.77
42.78,86.82
43.08,94.33
43.43,89.45
43.52,89.32
43.65,88.9
43.78,88.63
43.78,88.47
43.75,88.23
43.73,88.2
43.73,88.13
43.07,87.1
43.02,87.02
43.08,86.82
43.13,87.02
43.23,86.8
43.15,86.77
43.1,86.72
43.33,86.33
43.33,86.23
43.42,86.1
43.48,86.15
43.55,86.33
43.55,86.28
43.55,86.12
43.45,86.05
43.5,85.98
43.53,85.98
43.62,85.98
43.6,85.98
43.5,85.92
43.57,85.92
43.6,85.9
43.6,85.88
43.52,85.92
43.52,85.83
43.5,85.85
43.5,85.83
43.47,85.93
43.4,85.98
43.4,85.93
43.38,86.08
43.33,86.08
43.22,86.05
43.15,85.88
43.18,85.77
43.17,85.72
43.2,85.65
43.25,85.7
43.2,85.57
43.33,85.53
43.33,85.63
43.38,85.62
43.53,85.65
43.38,85.6
43.38,85.55
43.37,85.57
43.32,85.03
43.4,84.97
43.42,84.98
43.43,85.03
43.38,85.17
43.43,85.17
43.47,85.22
43.4,85.32
43.38,85.33
43.38,85.37
43.45,85.42
43.68,85.65
43.68,85.65
43.77,85.52
43.63,85.48
43.6,85.38
43.58,85.33
43.53,85.23
43.82,85.18
43.67,85.02
43.55,85.02
43.62,84.9
43.57,84.87
43.58,84.82
43.82,84.87
43.77,84.83
43.72,84.8
43.73,84.8
43.78,84.62
43.78,84.32
43.8,84.33
43.95,84.3
43.9,84.17
43.9,84
43.95,83.87
44.03,84.1
44.05,84.18
44.07,84.08
44.05,84.02
44.05,83.92
44,83.87
44,83.72
44.02,83.5
44.08,83.45
44.15,83.47
44.2,83.47
44.25,83.35
44.27,83.32
44.17,83.28
44.08,83.45
44,83.45
44.05,82.88
44.68,80.85
44.83,80.23
44.82,80.17
42.72,87.02
42.73,86.97
42.75,86.92
43.02,87.28
43.03,87.23
43.75,88.33
43.08,87.48
43.07,87.47
43.72,88.45
43.7,88.7
43.45,93.03
37.217,90.827
36.759,90.773
36.724,90.18
36.571,90.07
36.129,90.884
36.321,90.256
36.349,90.192
36.485,89.88
36.397,89.806
36.503,89.774
36.509,89.742
36.563,89.698
36.593,89.496
36.687,89.611
36.71,89.586
35.674,89.755
35.834,92.939
35.899,91.44
35.892,91.567
35.714,88.021
36.664,87.623
36.161,90.093
34.918,89.632
33.49,90.874
33.451,90.806
33.231,91.013
33.907,89.266
32.987,88.733
33.105,91.214
33.321,91.225
32.839,92.038
30.244,88.429
30.29,88.362
30.3,88.329
30.394,88.328
30.672,88.535
30.75,88.619
30.724,88.54
30.685,88.508
30.823,91.379
30.475,90.633
30.485,90.562
30.305,90.291
29.996,90.022
29.962,89.996
30.204,89.774
31.526,86.842
32.288,87.392
32.264,87.484
31.421,86.511
30.211,86.588
30.259,86.295
30.492,86.45
30.522,86.441
30.559,86.452
30.132,86.202
30.078,86.174
30.017,86.125
30.023,86.12
30.124,85.181
31.736,85.011
30.413,84.546
30.387,84.562
30.036,84.689
30.454,84.141
30.802,83.427
30.808,83.389
30.924,83.503
31.084,83.532
31.037,83.541
31.488,83.491
31.565,83.507
31.46,83.466
31.126,83.456
31.131,83.443
31.061,83.524
30.812,83.133
30.811,83.123
30.897,83.027
30.956,82.947
30.936,82.656
31.245,82.293
31.032,82.421
30.966,82.555
30.923,82.581
31.114,81.54
31.665,83.447
32.763,80.937
32.754,81.06
32.766,81.052
31.886,82.528
31.918,82.529
33.684,82.477
33.831,82.28
33.98,82.287
34.021,82.304
34.128,82.155
34.192,82.079
34.295,82.044
34.31,82.023
33.694,81.679
34.295,80.9
34.311,81.031
33.456,81.673
34.283,80.82
34.249,79.653
34.232,79.692
34.205,79.817
34.198,79.82
34.193,79.819
34.005,79.963
34.014,79.962
33.182,79.594
33.07,79.57
33.05,79.589
33.344,79.328
33.279,79.382
33.332,79.409
35.262,81.937
35.263,81.942
34.814,82.413
34.715,82.298
34.683,82.319
34.433,81.519
34.566,81.433
34.25,81.126
34.599,79.01
34.976,78.92
34.346,80.116
34.36,80.025
34.371,79.975
34.336,79.898
35.461,80.299
35.277,80.688
35.073,79.011
35.558,78.831
35.715,88.478
35.255,88.634
34.46,85.974
35.682,85.582
35.231,82.339
33.684,87.996
33.293,85.314
34.398,85.845
44.822,6.34
44.938,6.45
45.525,6.989
45.503,6.97
45.404,7.007
45.438,6.87
45.504,6.886
45.526,6.853
45.491,6.79
45.359,6.786
45.405,6.91
45.405,7.019
45.418,7.15
45.274,7.035
45.259,7.054
45.142,6.706
45.142,6.885
45.172,5.989
45.084,6.334
44.968,6.39
44.973,6.384
44.973,6.334
44.992,6.34
45.017,6.301
44.888,6.259
44.889,6.237
44.889,6.184
44.893,6.17
44.934,6.109
44.902,6.167
44.726,6.323
44.767,6.168
45.953,7.005
45.95,7
45.908,6.954
45.903,6.92
45.842,6.825
42.792,-0.125
42.832,0.114
42.7,0.024
42.7,0.539
27.8,92.182
27.783,92.338
29.257,95.992
29.304,96.033
29.182,96.302
46.508,12.231
46.421,10.731
46.23,10.632
46.407,10.64
46.415,10.639
46.755,11.032
46.806,11.055
46.502,10.771
46.767,10.982
46.983,11.295
46.025,10.485
46.315,10.446
46.199,10.509
46.292,9.692
46.261,9.747
46.26,9.972
46.26,9.754
46.381,10.553
46.26,8.111
46.296,8.136
46.425,8.367
45.922,7.674
45.542,7.057
45.538,7.055
45.672,7.025
45.66,6.94
45.952,7.492
45.921,7.573
45.875,7.525
19.176,-98.637
78.667,18.667
78.733,20.667
77.867,17.833
-43.02,171.438
-43.325,170.953
-43.138,171.187
-43.12,171.19
-42.956,171.304
-43.371,170.642
-43.441,170.74
-43.359,170.709
-43.324,170.908
-43.32,170.972
-44.173,169.575
-44.136,169.621
-44.04,169.689
-44.038,169.709
-43.943,169.774
-43.973,169.771
-43.856,169.935
-43.825,169.954
-43.793,170.042
-43.873,170.019
-43.891,170.019
-43.885,170.038
-43.636,170.103
-43.668,170.155
-43.542,170.306
-43.674,170.253
-43.69,170.253
-43.652,170.356
-43.63,170.372
-43.505,170.43
-43.472,170.575
-43.49,170.587
-43.609,170.554
-43.553,170.689
-44.52,168.306
-44.493,168.323
-44.474,168.537
-44.474,168.554
-44.457,168.621
-44.552,168.44
-44.636,168.422
-44.609,168.419
-44.742,168.525
-44.726,168.527
-44.521,168.641
-44.528,168.66
-44.404,168.691
-44.353,168.84
-44.325,169.085
-44.265,168.853
-44.237,168.971
-44.137,169.157
-44.109,169.407
-44.069,169.458
-44.072,169.518
-44.043,169.557
-43.971,169.623
-45.638,167.205
-45.62,167.193
-44.786,167.977
-44.723,167.703
-44.673,167.809
-44.436,168.305
-44.54,168.223
-44.786,168.043
-44.752,168.056
-44.265,168.742
-44.42,168.44
-44.343,168.439
-44.18,168.976
-44.218,168.885
-44.22,168.823
-44.092,168.988
-44.119,169.036
-44.07,169.055
-43.891,169.392
-43.86,169.457
-43.855,169.452
-43.739,169.925
-43.74,169.985
-43.856,169.825
-43.793,169.727
-43.824,169.687
-43.758,169.705
-43.606,170.039
-43.67,170.08
-43.686,169.812
-43.524,170.103
-43.58,170.055
-43.448,170.323
-43.336,170.588
-43.42,170.507
-43.173,170.762
-43.173,170.823
-43.303,170.752
-43.271,170.736
-43.091,171.09
-43.202,170.954
-43.176,170.937
-42.922,171.356
-42.922,171.368
-41.942,172.739
-9.069,-77.482
-8.903,-77.556
-8.899,-77.552
-8.833,-77.582
-10.477,-76.771
-10.47,-76.768
-10.86,-76.583
-12.153,-75.945
36.15,75.8
36.316,75.709
36.445,75.871
36.628,75.675
67.93,33.83
43.17,42.62
43.27,42.83
43.28,42.83
43.3,42.98
43.23,42.92
43.07,43.23
42.97,43.22
43.02,43.37
42.95,43.58
42.7,44.23
42.57,44.33
42.73,44.77
42.65,44.77
42.72,45.02
42.48,45.73
42.48,45.3
41.88,47.15
41.87,46.93
41.22,47.87
41.18,47.92
43.82,40.27
43.4,41.05
43.4,41.23
43.45,41.23
43.35,41.33
43.35,41.42
43.25,41.65
43.22,41.8
43.37,41.98
43.3,41.88
43.28,42.12
43.28,42.22
43.27,42.23
43.32,42.4
81.35,58.93
76.57,66.78
76.88,67.02
75.45,61.23
76.27,66.5
76.35,64.62
74.48,56.83
74.63,57.05
73.57,56.33
73.37,55.53
73.53,54.53
73.6,53.9
73.8,56.12
74.02,55.78
74.08,56.23
73.02,54.92
73.13,54.95
44.95,79.48
44.98,79.55
45.07,79.92
45.17,80.43
45.15,80.5
45.2,80.73
45.18,80.75
45.13,80.88
45.33,81.08
45.3,81.42
49.13,86.78
49.07,85.6
49.07,85.62
49.15,86.55
49.15,86.6
49.15,86.78
49.15,86.92
49.17,86.98
49.15,87.13
49.75,86.65
50.27,84.28
49.75,86.42
49.95,85.93
49.83,86.02
49.82,86
49.88,86.2
49.78,86.45
69.33,91.43
56.85,117.4
62.43,140.97
62.1,141.28
67.45,128.08
68.42,128.62
76.65,148.65
65.27,145.97
65.23,145.83
65.02,146.08
65.43,142.02
66,140.7
65.97,140.42
66.02,140.18
62.7,140.85
62.73,140.62
41.72,70.27
41.72,70.28
41.8,70.41
42.19,71.27
42.03,72.18
42,72.32
42.02,72.25
41.95,73.8
42.01,73.74
42.11,73.22
41.61,75.4
41.63,76.35
41.84,76.7
41.88,76.67
41.94,77.27
41.83,77.18
41.83,77.28
41.85,77.43
41.79,77.53
41.76,77.59
41.68,77.26
41.7,77.31
41.56,77
41.57,76.86
41.38,76.44
41.36,76.46
41.38,77.3
41.38,77.31
41.29,77.38
41.31,77.48
41.33,77.68
41.43,77.64
41.71,78.11
41.88,78.23
41.89,78.22
41.88,78.25
41.9,77.72
41.76,77.69
41.64,77.49
41.53,77.06
41.55,76.97
41.36,76.27
41.38,76.68
41.38,76.92
41.35,77.01
41.28,77.28
41.26,77.22
41.25,77.16
41.14,76.26
41.14,76.25
41.06,76.1
41.03,76.03
41.04,75.99
41.03,75.91
40.93,75.68
40.92,75.66
40.91,75.64
40.76,74.27
40.77,74.3
40.64,74.52
40.47,75.15
40.99,74.54
41,74.55
40.94,74.94
41.43,72.9
41.39,72.85
41.52,73.22
40.54,74.57
40.53,74.63
40.5,74.66
40.35,74.82
40.12,74.2
40.13,74.05
40.18,73.92
40.15,73.8
39.9,73.22
39.82,71.83
39.7,71.92
39.73,71.95
39.78,72.42
39.78,72.47
39.87,72.48
39.88,72.38
39.98,72.45
39.92,72.57
39.82,72.6
40.07,73.15
39.55,69.85
39.55,70
39.65,70.08
39.6,70.37
39.63,70.5
39.68,70.53
39.62,70.68
39.48,71
39.57,71.32
39.6,71.45
39.63,71.47
39.73,71.42
39.73,71.48
39.73,71.5
42.31,70.84
42.21,70.65
42.22,71.26
42.12,71.96
42.16,72.51
42.22,72.86
42.33,73.56
42.44,73.5
42.43,73.53
42.4,73.71
42.34,73.65
42.38,74.08
42.4,74.15
42.51,74.14
42.48,74.17
42.48,74.42
42.47,74.43
42.41,74.69
42.41,74.72
42.49,74.75
42.5,74.77
42.47,74.75
42.45,74.88
42.47,75.16
42.43,75.35
42.02,75.45
42.02,75.41
41.99,76.38
42.09,76
42.88,77.14
42.98,76.84
42.94,76.76
41.96,76.58
41.98,76.79
41.93,76.89
41.97,77.39
41.97,77.47
41.88,77.68
42.01,77.69
42.06,77.81
42.06,78.15
42.26,78.72
42.36,78.81
42.4,78.83
42.31,78.86
42.91,77.68
42.91,77.39
42.8,76.99
41.79,78.39
41.57,78.71
41.61,78.83
41.76,78.79
41.69,78.89
41.71,79.06
41.81,79.05
42.22,78.71
42.09,78.74
42.08,78.76
42.05,78.91
42.08,78.5
42.08,78.37
42.06,78.28
41.98,78.38
41.91,78.51
41.89,78.46
42.37,79.08
42.38,79.91
42.36,79.73
42.32,79.75
42.26,79.88
42.24,79.71
42.25,79.63
42.25,79.49
42.23,79.35
42.11,79.12
42.2,79.38
42.2,79.89
42.18,79.94
42.13,80.07
42.11,79.58
42.1,79.59
42.11,79.77
42.02,79.48
41.94,79.18
41.93,79.15
42.02,79.57
41.97,79.74
40.79,76.65
40.77,76.63
40.92,75.71
41.24,77.25
41.03,77.21
41.06,77.1
41.08,77.05
41.03,76.85
41.1,77.68
41.15,77.71
41.09,77.53
41.29,77.76
41.24,78.28
39.55,69.4
39.52,69.48
39.58,69.67
39.58,70.1
39.48,70.35
39.55,70.63
39.5,70.6
39.58,70.48
39.53,70.53
39.47,70.57
39.38,70.17
39.42,70.12
39.35,69.88
39.35,69.87
39.3,69.83
39.27,69.53
39.23,69.3
39.25,69.12
39.25,68.8
39.28,69.65
39.08,68.95
38.95,68.18
39.05,68
39.08,68
39.17,68.28
39.15,68.33
39.03,67.83
39.05,67.6
38.77,67.6
39,67.77
38.9,68.2
38.9,68.53
38.88,68.53
38.82,68.55
38.98,68.57
39,68.85
38.92,69.17
39,69.53
38.98,69.47
38.98,69.55
39.08,69.52
39.05,69.92
39.18,70.07
39.17,69.78
39.27,69.67
39.27,69.68
39.32,69.88
39.37,70.35
39.3,70.47
39.13,70.43
39.22,70.57
39.27,70.52
39.38,70.53
39.42,70.75
39.38,70.77
39.37,70.8
39.38,70.87
39.37,71.05
39.53,71.38
39.52,71.42
39.55,71.42
39.43,71.53
39.02,70.98
39.65,71.63
39.65,71.58
39.65,71.53
39.75,71.73
39.75,71.82
39.68,71.85
39.83,72.85
39.5,73.32
39.43,73.22
39.42,73.08
39.47,73.18
39.4,72.38
39.27,72.2
39.37,72.1
39.35,71.98
39.1,72.22
39.18,71.82
39.28,71.87
39.27,71.93
39.3,72.68
39.28,72.88
39.22,72.52
39.12,72.45
38.97,72.93
38.9,72.87
38.92,72.8
38.8,72.92
38.95,72.6
38.85,72.5
38.95,72.4
39.07,71.85
39.08,71.85
39.08,71.73
39.03,71.63
39.07,71.65
39.03,71.53
35.357,69.372
35.403,69.492
35.757,69.987
35.791,70.259
35.755,70.269
35.693,70.237
35.438,70.05
35.184,69.925
35.135,69.838
37.95,71.005
37.754,70.705
38.091,70.833
38.103,71.207
-36.57,-70.442
-36.615,-70.385
-36.312,-70.62
-36.32,-70.405
-36.166,-70.427
-36.241,-70.493
-41.638,-71.707
-41.958,-71.64
46.612,12.907
47.132,12.533
47.092,12.657
46.96,13.348
47.005,13.332
47.095,12.752
47.003,10.792
46.882,10.783
46.903,10.682
46.843,11.073
46.817,10.858
46.923,10.792
46.962,10.797
47.103,12.745
47.133,12.312
46.983,11.237
47.08,10.313
47.045,10.242
47.165,10.477
47.09,12.077
47.082,12.035
47.155,10.197
46.89,10.057
46.892,10.05
-15.883,-68.444
-15.863,-68.452
-15.834,-68.441
-15.827,-68.463
27.864,90.216
27.898,90.222
27.91,90.286
27.828,90.323
27.933,90.286
27.971,90.386
27.935,90.433
27.963,90.491
27.987,90.524
28.035,90.74
27.912,90.738
28.033,90.783
28.039,90.926
28,91.25
28.221,89.942
49.187,-125.27
49.685,-125.429
49.481,-125.522
49.793,-125.737
49.906,-126.472
50.222,-126.318
49.939,-126.466
50.019,-126.669
58.289,-128.273
57.177,-127.662
57.209,-128.057
57.146,-128.03
57.183,-128.117
57.393,-128.3
57.342,-128.624
57.346,-128.595
57.213,-128.813
57.315,-128.758
57.356,-128.859
57.387,-128.928
57.462,-128.908
57.478,-128.813
57.522,-128.723
57.547,-128.693
57.533,-128.87
57.769,-128.518
57.825,-128.477
58.433,-130.42
58.456,-130.364
58.3,-129.705
58.315,-129.737
58.282,-129.714
58.278,-129.638
58.229,-129.529
58.181,-129.573
58.214,-129.905
58.207,-129.941
57.83,-128.507
57.802,-128.616
57.799,-128.642
57.671,-129.012
57.678,-129.04
57.654,-129.081
57.693,-129.121
57.772,-129.223
57.765,-129.279
57.772,-129.301
57.864,-129.553
57.828,-130.312
57.733,-130.285
57.727,-129.416
57.547,-129.281
57.538,-128.93
57.514,-128.938
57.501,-128.92
57.466,-128.962
57.375,-128.947
57.444,-129.07
57.165,-128.98
57.337,-129.176
57.341,-129.191
57.391,-129.263
57.364,-129.294
57.355,-129.356
57.312,-129.393
57.266,-129.297
57.11,-129.259
57.125,-129.266
57.084,-129.467
57.089,-129.498
57.131,-129.436
57.134,-129.461
57.196,-129.488
57.21,-129.46
57.18,-129.599
57.275,-129.706
57.35,-129.562
57.348,-129.676
57.334,-129.782
57.419,-129.594
57.424,-129.508
57.425,-129.511
57.467,-129.517
57.52,-129.701
57.59,-129.632
57.627,-129.671
57.637,-129.68
57.638,-129.699
57.579,-131.917
57.556,-131.92
57.398,-132.023
57.535,-132.052
57.653,-132.039
57.583,-132.344
57.567,-132.39
57.642,-132.435
57.671,-132.366
57.682,-132.34
57.683,-132.424
57.687,-132.481
57.714,-132.47
57.728,-132.461
57.948,-132.417
57.723,-132.246
57.78,-132.133
57.759,-131.871
58.01,-131.98
57.411,-130.749
57.387,-130.763
57.305,-130.778
57.219,-130.833
57.258,-131.069
57.28,-131.068
57.304,-131.12
57.278,-131.161
57.453,-131.098
57.553,-131.061
57.543,-131.067
57.736,-131.173
57.72,-131.201
57.733,-131.284
57.685,-131.313
57.458,-131.352
57.596,-131.367
56.702,-131.853
56.746,-131.86
56.803,-131.912
56.825,-131.887
56.826,-131.917
56.925,-131.946
56.887,-131.879
57.006,-131.985
57.026,-131.967
57.053,-131.92
57.104,-131.78
57.111,-131.746
57.186,-132.07
57.193,-131.962
57.347,-131.92
57.416,-131.974
57.474,-131.954
57.574,-131.863
57.565,-131.533
57.453,-131.573
57.482,-131.612
57.467,-131.618
57.427,-131.593
57.438,-131.567
57.346,-131.632
57.381,-131.533
57.265,-131.461
57.359,-131.385
57.377,-131.397
57.307,-131.189
57.245,-131.294
57.208,-131.21
57.152,-131.175
57.08,-131.443
57.117,-131.495
57.201,-131.531
57.205,-131.673
57.258,-131.755
57.041,-131.494
56.882,-131.43
56.935,-131.625
56.931,-131.624
56.632,-131.633
56.629,-131.558
56.555,-131.551
56.524,-131.703
56.8,-131.291
56.832,-131.167
56.841,-130.951
56.839,-130.691
56.891,-130.983
56.924,-130.598
56.958,-130.628
56.968,-130.484
56.972,-130.454
57.028,-130.471
57.026,-130.613
57.016,-130.63
56.954,-130.883
57.023,-130.843
57.01,-130.805
57.044,-130.736
57.182,-130.811
57.284,-130.801
57.203,-130.784
57.34,-130.685
57.169,-130.685
57.17,-130.641
57.145,-130.635
57.128,-130.602
57.113,-130.58
57.14,-130.507
57.212,-130.469
57.23,-130.531
57.242,-130.708
57.305,-130.622
57.315,-130.66
57.33,-130.545
57.4,-130.411
57.461,-130.662
57.477,-130.664
57.805,-130.031
57.674,-129.909
57.644,-129.868
57.453,-129.703
57.503,-129.793
57.53,-129.792
57.489,-129.851
57.488,-129.856
57.539,-129.857
57.583,-129.839
57.55,-129.932
57.448,-129.822
57.467,-129.955
57.469,-130.032
57.469,-130.054
57.438,-129.906
57.404,-129.804
57.381,-129.863
57.34,-130.028
57.348,-130.14
57.349,-129.909
57.329,-129.869
57.285,-129.788
57.225,-129.904
57.035,-129.868
57.112,-130.002
57.213,-130.043
57.22,-130.075
57.215,-130.091
57.237,-130.102
57.1,-130.098
57.1,-130.088
57.061,-130.103
57.046,-130.06
56.995,-130.017
56.986,-130.029
56.811,-130.009
56.806,-130.03
56.87,-130.119
56.857,-130.199
56.814,-130.201
56.811,-130.23
56.742,-130.269
56.724,-130.312
56.779,-130.365
56.763,-130.434
56.74,-130.532
56.761,-130.525
56.73,-130.543
56.664,-130.56
56.661,-130.561
56.695,-130.605
56.607,-130.736
56.541,-130.99
56.525,-131.12
56.546,-131.127
56.532,-131.167
56.441,-131.204
56.457,-131.27
56.632,-131.354
56.658,-131.401
56.6,-131.505
59.32,-136.595
-34.273,-70.133
-34.478,-70.13
-34.437,-70.248
-34.488,-70.303
-34.368,-70.457
-34.838,-70.35
-34.84,-70.303
-34.792,-70.273
-34.708,-70.391
-34.7,-70.283
-34.588,-70.438
-34.687,-70.376
-34.787,-70.39
-34.86,-70.386
-34.883,-70.367
-34.887,-70.384
-34.025,-70.067
-34.007,-69.884
-34.195,-70.063
-34.061,-70.241
-33.75,-70.073
-33.713,-70.013
-33.868,-70.081
-33.564,-70.113
-33.536,-69.972
-33.328,-69.994
-33.315,-69.96
-33.294,-69.808
-33.371,-69.872
-33.487,-69.936
-33.464,-69.947
-33.554,-70.147
-33.122,-70.075
-33.131,-70.047
-33.157,-70.273
-26.483,-68.583
-26.467,-68.6
-18.417,-69.05
49.13,87.5
49.07,87.78
48.97,87.57
47.05,85.58
34.76,99.542
37.65,101.5
37.52,101.63
27.121,100.205
33.705,95.159
33.712,94.853
33.821,94.662
33.837,93.115
32.499,93.545
32.755,93.303
32.753,93.006
32.826,92.753
32.853,92.396
32.756,92.295
33.012,92.33
33.14,92.211
33.11,92.207
33.454,92.352
33.215,92.122
33.337,91.32
33.395,91.358
33.594,91.051
33.539,90.929
34.579,93.56
35.633,94.444
32.039,98.842
31.896,98.935
31.856,99.009
30.681,99.448
30.084,99.303
29.813,99.634
28.365,99.43
28.371,100.365
29.975,99.658
29.978,99.581
31.663,99.629
29.213,101.245
29.195,101.32
29.297,101.884
29.461,101.794
29.53,101.92
29.833,101.878
29.777,101.861
31.284,102.771
31.301,103.161
31.471,103.416
31.304,103.141
31.317,103.119
31.269,102.834
31.727,102.881
29.254,98.496
29.297,98.37
30.592,97.335
31.908,95.458
31.189,95.381
32.113,95.044
33.008,94.51
33.627,94.747
33.532,94.921
33.521,94.923
33.553,95.076
32.74,96.913
28.349,97.821
29.489,97.786
28.774,98.075
28.944,97.664
29.165,97.54
29.253,97.756
29.255,97.765
29.556,97.375
29.483,97.243
29.62,97.17
29.674,97.159
29.659,97.262
29.712,97.254
29.74,97.293
29.775,97.233
29.807,97.225
29.822,97.21
29.726,97.104
29.715,97.092
29.812,97.064
29.829,97.072
29.965,97.005
29.908,96.924
29.866,96.861
29.89,96.859
29.679,96.789
29.745,96.632
30.099,96.23
30.261,96.006
30.381,95.938
30.766,94.638
30.801,94.757
31.07,94.47
30.99,93.872
30.952,93.783
31.069,93.418
31.146,93.733
31.247,93.459
31.368,93.563
31.391,93.552
31.33,93.466
31.026,92.324
31.715,93.446
31.778,93.513
32.576,92.623
32.594,92.646
32.77,92.699
32.499,92.933
32.404,94.204
32.381,94.189
32.337,94.112
31.96,94.27
31.977,94.27
31.797,94.733
31.758,94.777
31.462,94.889
31.399,94.697
31.83,94.793
32.087,94.957
31.973,95.214
30.473,96.924
30.347,97.013
30.463,96.921
30.511,96.961
27.921,98.8
30.395,80.827
30.358,81.325
30.309,81.346
28.686,84.679
28.723,84.648
28.832,84.518
28.77,84.875
28.825,84.839
28.521,85.29
28.529,85.286
28.474,85.319
28.49,85.358
28.433,85.417
28.403,85.498
28.438,85.539
28.462,85.588
28.233,85.777
28.094,86.071
28.039,86.067
27.952,86.09
28.129,86.113
28.155,86.082
28.198,86.135
28.245,86.338
28.164,86.317
28.161,86.334
28.19,86.334
28.133,86.55
27.994,86.45
27.876,87.2
27.971,87.173
28.07,87.152
28.137,87.09
28.103,87.122
28.28,87.126
28.137,87.002
28.243,86.735
28.129,86.602
28.063,88.515
28.013,88.028
28.009,87.984
27.977,88.053
27.947,88.033
27.96,87.977
27.941,87.873
27.977,87.909
28.051,87.908
28.292,87.621
28.231,87.553
28.232,87.5
28.166,87.556
28.096,87.582
28.012,87.596
27.957,87.819
27.924,87.734
27.876,87.725
27.831,87.736
28.072,90.945
28.039,90.917
28.033,90.917
28.145,90.933
28.141,90.888
28.101,90.609
28.309,90.77
28.295,90.665
28.26,90.616
28.278,90.601
28.283,90.603
28.256,90.48
28.139,90.42
28.358,91.107
28.329,91.132
28.373,91.178
28.392,91.136
28.427,91.15
28.058,91.221
28.067,91.417
28.142,91.481
28.213,91.644
28.155,91.686
28.235,91.875
27.955,92.104
28.224,92.906
28.173,92.71
28.177,92.683
28.147,92.657
28.094,92.535
28.044,92.488
28.03,92.533
28.022,92.582
27.881,92.434
27.9,92.332
27.995,92.332
27.96,92.178
27.974,92.164
28.617,93.017
28.553,93.271
29.352,94.957
29.441,94.989
29.441,94.969
29.63,95.031
29.064,94.019
28.912,93.508
28.908,93.473
28.745,93.232
28.822,91.956
28.683,90.325
28.958,90.217
28.942,90.266
28.414,90.075
28.355,90.119
28.62,88.829
28.895,88.318
28.816,88.116
28.817,87.68
28.958,87.248
28.962,87.261
29.033,87
29.095,86.255
29.023,86.137
28.92,84.509
29.046,84.196
29.366,83.858
29.398,83.846
29.417,83.808
29.391,83.794
29.294,83.736
29.249,83.77
29.333,83.578
29.322,83.445
29.569,83.294
29.643,83.233
30.078,82.281
30.214,82.215
30.781,82.582
30.564,83.608
30.798,82.762
30.665,83.267
30.547,83.358
30.698,83.862
30.512,84.075
30.5,83.875
30.475,83.769
30.476,83.817
30.406,83.833
30.312,83.797
30.295,83.862
29.907,84.491
29.896,84.562
29.823,84.621
29.802,84.622
29.776,84.575
29.794,84.65
29.912,84.878
29.99,84.967
30.097,85.175
29.94,85.371
29.852,85.42
29.755,85.111
29.733,85.133
29.499,85.411
29.316,86.381
29.607,86.043
29.639,86.085
29.673,86.017
29.727,86.505
29.754,86.468
29.648,86.4
29.671,86.805
29.632,87.143
29.764,87.546
29.772,87.54
29.58,87.356
29.578,87.307
29.702,87.164
29.767,88.263
30.132,89.407
30.079,89.436
30.161,89.444
29.615,89.877
29.873,89.928
29.86,90.188
29.824,90.21
29.828,90.141
29.55,90.527
29.577,90.595
29.858,90.576
29.852,90.571
29.958,90.53
29.739,90.286
29.89,90.229
30.041,90.222
30.068,90.236
30.087,90.188
30.135,90.224
30.119,90.226
30.132,90.41
30.28,90.27
30.218,90.464
30.224,90.454
30.34,90.55
30.406,90.606
30.471,90.728
30.811,91.53
30.811,91.513
30.881,91.536
30.52,91.991
30.71,91.785
30.278,92.294
30.258,92.189
30.22,92.606
29.515,92.583
29.336,92.644
29.346,92.656
29.677,92.806
29.691,92.855
29.53,93.082
29.416,93.023
29.369,93.081
29.442,93.648
29.646,93.736
29.584,93.573
29.589,93.592
29.603,93.547
29.593,93.211
29.745,93.186
29.837,93.053
29.833,92.984
29.728,92.936
29.669,92.681
29.9,92.302
30.359,92.825
30.583,93.027
30.024,93.249
29.982,93.246
29.966,93.232
29.993,93.514
30.314,93.438
30.229,93.658
30.177,93.696
30.166,93.702
30.09,93.903
30.257,93.85
30.212,94.112
30.162,94.063
30.099,94.112
29.949,94.999
29.957,94.986
30.063,94.395
30.035,94.435
30.034,94.468
30.145,94.498
30.168,94.643
30.068,94.647
30.105,94.775
30.054,94.927
30.159,94.847
30.181,94.663
30.356,94.373
30.378,94.088
30.379,93.932
30.443,93.922
30.32,93.724
30.527,93.818
30.539,93.547
30.511,93.5
30.54,93.487
30.518,93.283
30.547,93.182
30.537,93.189
30.558,93.037
30.615,93.528
30.814,93.696
30.758,93.675
30.521,94.013
30.67,93.794
30.711,93.769
30.758,93.702
30.787,93.716
30.806,93.746
30.836,93.723
30.864,93.639
30.892,93.82
30.876,93.848
30.101,93.899
30.773,93.875
30.848,93.984
30.745,94.006
30.761,94.186
30.839,94.328
30.859,94.323
30.634,94.533
30.663,94.387
30.698,94.355
30.613,94.259
30.492,94.193
30.475,94.242
30.441,94.388
30.375,94.495
30.416,94.925
30.553,94.875
30.404,95.112
30.211,95.258
29.972,95.552
30.309,95.315
30.637,95.287
30.6,95.545
30.528,95.469
30.507,95.491
30.358,95.57
30.288,95.525
30.239,95.591
30.228,95.433
30.161,95.536
30.141,95.661
30.355,95.684
30.307,95.856
30.16,95.811
30.11,95.814
30.007,95.746
29.885,95.862
29.797,96.011
29.82,96.058
30.131,95.942
30.21,96.02
29.876,96.261
29.863,96.237
29.712,96.294
29.792,96.474
29.571,96.519
29.65,96.633
